"results.sensor","date","time","USLeft","USRight","USRear","LidarLeft","LidarRight","O3","SO","NO","CO","P10","P25","id","lon","lat","video_time","way","speed","seq","dist","adjustedLidarLeft","adjustedLidarRight"
"proximity",220717,2017-07-22 03:51:05,640.08,640.08,640.08,1,0,NA,NA,NA,NA,NA,NA,1115,-84.3936916666667,33.77704,2017-07-22 00:03:56,"go",21.87,"2017-07-22 00:03:56_1115",432.577396799783,2011,871
"proximity",220717,2017-07-22 03:51:06,185.42,642.62,640.08,210,717,NA,NA,NA,NA,NA,NA,1116,-84.3938233333333,33.77704,2017-07-22 00:03:57,"go",22.48,"2017-07-22 00:03:57_1116",435.947013219622,210,717
"proximity",220717,2017-07-22 03:51:06,157.48,642.62,640.08,181,707,NA,NA,NA,NA,NA,NA,1117,-84.3938233333333,33.77704,2017-07-22 00:03:57,"go",22.48,"2017-07-22 00:03:57_1117",439.41061528263,181,707
"proximity",220717,2017-07-22 03:51:06,162.56,642.62,640.08,1755,0,1060,428,918,785,23,20.7,1118,-84.3938233333333,33.77704,2017-07-22 00:03:57,"go",22.48,"2017-07-22 00:03:57_1118",442.874217345637,1755,707
"proximity",220717,2017-07-22 03:51:07,320.04,645.16,640.08,1783,0,NA,NA,NA,NA,NA,NA,1119,-84.393955,33.7770416666667,2017-07-22 00:03:58,"go",21.85,"2017-07-22 00:03:58_1119",446.337819408645,1783,707
"proximity",220717,2017-07-22 03:51:07,320.04,642.62,642.62,2505,721,NA,NA,NA,NA,NA,NA,1120,-84.393955,33.7770416666667,2017-07-22 00:03:58,"go",21.85,"2017-07-22 00:03:58_1120",449.704354331987,2505,721
"proximity",220717,2017-07-22 03:51:07,320.04,642.62,640.08,1,1583,NA,NA,NA,NA,NA,NA,1121,-84.393955,33.7770416666667,2017-07-22 00:03:58,"go",21.85,"2017-07-22 00:03:58_1121",453.070889255328,2505,1583
"proximity",220717,2017-07-22 03:51:08,320.04,640.08,640.08,1285,0,936,728,887,784,23,20.7,1122,-84.3940783333333,33.7770433333333,2017-07-22 00:03:59,"go",22.07,"2017-07-22 00:03:59_1122",456.43742417867,1285,1583
"proximity",220717,2017-07-22 03:51:08,320.04,640.08,640.08,2363,0,NA,NA,NA,NA,NA,NA,1123,-84.3940783333333,33.7770433333333,2017-07-22 00:03:59,"go",22.07,"2017-07-22 00:03:59_1123",459.837855563482,2363,1583
"proximity",220717,2017-07-22 03:51:08,320.04,279.4,640.08,1,0,NA,NA,NA,NA,NA,NA,1124,-84.3940783333333,33.7770433333333,2017-07-22 00:03:59,"go",22.07,"2017-07-22 00:03:59_1124",463.238286948294,2363,1583
"proximity",220717,2017-07-22 03:51:08,320.04,322.58,640.08,2400,0,NA,NA,NA,NA,NA,NA,1125,-84.3940783333333,33.7770433333333,2017-07-22 00:03:59,"go",22.07,"2017-07-22 00:03:59_1125",466.638718333106,2400,1583
"proximity",220717,2017-07-22 03:51:09,320.04,144.78,640.08,2154,813,884,707,903,783,23,20.7,1126,-84.3942016666667,33.7770433333333,2017-07-22 00:04:00,"go",22.29,"2017-07-22 00:04:00_1126",470.039149717919,2154,813
"proximity",220717,2017-07-22 03:51:09,320.04,198.12,640.08,1,201,NA,NA,NA,NA,NA,NA,1127,-84.3942016666667,33.7770433333333,2017-07-22 00:04:00,"go",22.29,"2017-07-22 00:04:00_1127",473.473477564202,2154,201
"proximity",220717,2017-07-22 03:51:09,320.04,142.24,640.08,2351,0,NA,NA,NA,NA,NA,NA,1128,-84.3942016666667,33.7770433333333,2017-07-22 00:04:00,"go",22.29,"2017-07-22 00:04:00_1128",476.907805410485,2351,201
"proximity",220717,2017-07-22 03:51:10,320.04,264.16,640.08,1,791,NA,NA,NA,NA,NA,NA,1129,-84.3943266666667,33.777045,2017-07-22 00:04:01,"go",21.91,"2017-07-22 00:04:01_1129",480.342133256768,2351,791
"proximity",220717,2017-07-22 03:51:10,320.04,142.24,640.08,1,1307,429,1020,578,781,23,20.7,1130,-84.3943266666667,33.777045,2017-07-22 00:04:01,"go",21.91,"2017-07-22 00:04:01_1130",483.717912669601,2351,1307
"proximity",220717,2017-07-22 03:51:10,320.04,139.7,640.08,1,1283,NA,NA,NA,NA,NA,NA,1131,-84.3943266666667,33.777045,2017-07-22 00:04:01,"go",21.91,"2017-07-22 00:04:01_1131",487.093692082435,2351,1283
"proximity",220717,2017-07-22 03:51:11,320.04,137.16,640.08,1,1291,NA,NA,NA,NA,NA,NA,1132,-84.39444,33.7770466666667,2017-07-22 00:04:02,"go",20.49,"2017-07-22 00:04:02_1132",490.469471495268,2351,1291
"proximity",220717,2017-07-22 03:51:11,538.48,210.82,640.08,2080,0,NA,NA,NA,NA,NA,NA,1133,-84.39444,33.7770466666667,2017-07-22 00:04:02,"go",20.49,"2017-07-22 00:04:02_1133",493.626464656791,2080,1291
"proximity",220717,2017-07-22 03:51:11,640.08,187.96,640.08,1930,1242,856,755,831,783,23,20.7,1134,-84.39444,33.7770466666667,2017-07-22 00:04:02,"go",20.49,"2017-07-22 00:04:02_1134",496.783457818313,1930,1242
"proximity",220717,2017-07-22 03:51:11,640.08,223.52,640.08,1941,1213,NA,NA,NA,NA,NA,NA,1135,-84.39444,33.7770466666667,2017-07-22 00:04:02,"go",20.49,"2017-07-22 00:04:02_1135",499.940450979836,1941,1213
"proximity",220717,2017-07-22 03:51:12,640.08,203.2,640.08,1954,1170,NA,NA,NA,NA,NA,NA,1136,-84.3945516666667,33.77705,2017-07-22 00:04:03,"go",19.77,"2017-07-22 00:04:03_1136",503.097444141358,1954,1170
"proximity",220717,2017-07-22 03:51:12,640.08,137.16,640.08,1166,192,NA,NA,NA,NA,NA,NA,1137,-84.3945516666667,33.77705,2017-07-22 00:04:03,"go",19.77,"2017-07-22 00:04:03_1137",506.143503428977,1166,192
"proximity",220717,2017-07-22 03:51:12,640.08,322.58,640.08,2061,1194,1109,389,934,787,23,20.7,1138,-84.3945516666667,33.77705,2017-07-22 00:04:03,"go",19.77,"2017-07-22 00:04:03_1138",509.189562716595,2061,1194
"proximity",220717,2017-07-22 03:51:13,640.08,322.58,640.08,1863,1104,NA,NA,NA,NA,NA,NA,1139,-84.3946583333333,33.777055,2017-07-22 00:04:04,"go",18.89,"2017-07-22 00:04:04_1139",512.235622004214,1863,1104
"proximity",220717,2017-07-22 03:51:13,640.08,322.58,640.08,1947,0,NA,NA,NA,NA,NA,NA,1140,-84.3946583333333,33.777055,2017-07-22 00:04:04,"go",18.89,"2017-07-22 00:04:04_1140",515.146095445949,1947,1104
"proximity",220717,2017-07-22 03:51:13,640.08,320.04,640.08,1958,1161,NA,NA,NA,NA,NA,NA,1141,-84.3946583333333,33.777055,2017-07-22 00:04:04,"go",18.89,"2017-07-22 00:04:04_1141",518.056568887685,1958,1161
"proximity",220717,2017-07-22 03:51:13,640.08,322.58,640.08,1950,1136,873,783,844,784,22.9,20.6,1142,-84.3946583333333,33.777055,2017-07-22 00:04:04,"go",18.89,"2017-07-22 00:04:04_1142",520.96704232942,1950,1136
"proximity",220717,2017-07-22 03:51:14,640.08,322.58,640.08,1972,1135,NA,NA,NA,NA,NA,NA,1143,-84.3947633333333,33.777055,2017-07-22 00:04:05,"go",18.67,"2017-07-22 00:04:05_1143",523.877515771156,1972,1135
"proximity",220717,2017-07-22 03:51:14,640.08,477.52,640.08,1,1151,NA,NA,NA,NA,NA,NA,1144,-84.3947633333333,33.777055,2017-07-22 00:04:05,"go",18.67,"2017-07-22 00:04:05_1144",526.754092751421,1972,1151
"proximity",220717,2017-07-22 03:51:15,640.08,147.32,640.08,1,1138,NA,NA,NA,NA,NA,NA,1145,-84.394865,33.777055,2017-07-22 00:04:06,"go",17.96,"2017-07-22 00:04:06_1145",529.630669731686,1972,1138
"proximity",220717,2017-07-22 03:51:15,642.62,114.3,642.62,1140,629,833,779,870,782,22.6,20.3,1146,-84.394865,33.777055,2017-07-22 00:04:06,"go",17.96,"2017-07-22 00:04:06_1146",532.397853586295,1140,629
"proximity",220717,2017-07-22 03:51:15,642.62,149.86,642.62,1250,629,NA,NA,NA,NA,NA,NA,1147,-84.394865,33.777055,2017-07-22 00:04:06,"go",17.96,"2017-07-22 00:04:06_1147",535.165037440904,1250,629
"proximity",220717,2017-07-22 03:51:15,640.08,142.24,642.62,1524,576,NA,NA,NA,NA,NA,NA,1148,-84.394865,33.777055,2017-07-22 00:04:06,"go",17.96,"2017-07-22 00:04:06_1148",537.932221295514,1524,576
"proximity",220717,2017-07-22 03:51:16,640.08,129.54,640.08,1753,572,NA,NA,NA,NA,NA,NA,1149,-84.3949633333333,33.7770566666667,2017-07-22 00:04:07,"go",17.6,"2017-07-22 00:04:07_1149",540.699405150123,1753,572
"proximity",220717,2017-07-22 03:51:16,640.08,322.58,642.62,2636,444,449,990,593,782,22.7,20.4,1150,-84.3949633333333,33.7770566666667,2017-07-22 00:04:07,"go",17.6,"2017-07-22 00:04:07_1150",543.41112206778,2636,444
"proximity",220717,2017-07-22 03:51:16,642.62,322.58,642.62,1,505,NA,NA,NA,NA,NA,NA,1151,-84.3949633333333,33.7770566666667,2017-07-22 00:04:07,"go",17.6,"2017-07-22 00:04:07_1151",546.122838985438,2636,505
"proximity",220717,2017-07-22 03:51:17,640.08,198.12,642.62,1,639,NA,NA,NA,NA,NA,NA,1152,-84.3950516666667,33.77706,2017-07-22 00:04:08,"go",15.45,"2017-07-22 00:04:08_1152",548.834555903095,2636,639
"proximity",220717,2017-07-22 03:51:17,640.08,129.54,642.62,1,402,NA,NA,NA,NA,NA,NA,1153,-84.3950516666667,33.77706,2017-07-22 00:04:08,"go",15.45,"2017-07-22 00:04:08_1153",551.215011947288,2636,402
"proximity",220717,2017-07-22 03:51:17,640.08,264.16,640.08,2013,592,806,780,770,781,22.8,20.5,1154,-84.3950516666667,33.77706,2017-07-22 00:04:08,"go",15.45,"2017-07-22 00:04:08_1154",553.595467991482,2013,592
"proximity",220717,2017-07-22 03:51:18,640.08,121.92,642.62,1,716,NA,NA,NA,NA,NA,NA,1155,-84.3951416666667,33.77707,2017-07-22 00:04:09,"go",14.2,"2017-07-22 00:04:09_1155",555.975924035675,2013,716
"proximity",220717,2017-07-22 03:51:18,640.08,322.58,640.08,1,547,NA,NA,NA,NA,NA,NA,1156,-84.3951416666667,33.77707,2017-07-22 00:04:09,"go",14.2,"2017-07-22 00:04:09_1156",558.163786548785,2013,547
"proximity",220717,2017-07-22 03:51:18,640.08,172.72,640.08,1,412,NA,NA,NA,NA,NA,NA,1157,-84.3951416666667,33.77707,2017-07-22 00:04:09,"go",14.2,"2017-07-22 00:04:09_1157",560.351649061895,2013,412
"proximity",220717,2017-07-22 03:51:18,640.08,154.94,640.08,1,391,1061,429,927,785,22.9,20.6,1158,-84.3951416666667,33.77707,2017-07-22 00:04:09,"go",14.2,"2017-07-22 00:04:09_1158",562.539511575005,2013,391
"proximity",220717,2017-07-22 03:51:19,640.08,243.84,642.62,1,517,NA,NA,NA,NA,NA,NA,1159,-84.39522,33.7770933333333,2017-07-22 00:04:10,"go",14.03,"2017-07-22 00:04:10_1159",564.727374088115,2013,517
"proximity",220717,2017-07-22 03:51:19,640.08,198.12,642.62,1,462,NA,NA,NA,NA,NA,NA,1160,-84.39522,33.7770933333333,2017-07-22 00:04:10,"go",14.03,"2017-07-22 00:04:10_1160",566.889043880997,2013,462
"proximity",220717,2017-07-22 03:51:19,642.62,114.3,642.62,1,883,NA,NA,NA,NA,NA,NA,1161,-84.39522,33.7770933333333,2017-07-22 00:04:10,"go",14.03,"2017-07-22 00:04:10_1161",569.050713673879,2013,883
"proximity",220717,2017-07-22 03:51:20,640.08,116.84,642.62,1,1004,937,716,853,783,22.9,20.6,1162,-84.3952883333333,33.7771266666667,2017-07-22 00:04:11,"go",13.8,"2017-07-22 00:04:11_1162",571.212383466762,2013,1004
"proximity",220717,2017-07-22 03:51:20,640.08,198.12,640.08,1,839,NA,NA,NA,NA,NA,NA,1163,-84.3952883333333,33.7771266666667,2017-07-22 00:04:11,"go",13.8,"2017-07-22 00:04:11_1163",573.338616049925,2013,839
"proximity",220717,2017-07-22 03:51:20,642.62,132.08,640.08,1567,937,NA,NA,NA,NA,NA,NA,1164,-84.3952883333333,33.7771266666667,2017-07-22 00:04:11,"go",13.8,"2017-07-22 00:04:11_1164",575.464848633088,1567,937
"proximity",220717,2017-07-22 03:51:21,642.62,322.58,640.08,1479,1068,NA,NA,NA,NA,NA,NA,1165,-84.39535,33.7771616666667,2017-07-22 00:04:12,"go",13.62,"2017-07-22 00:04:12_1165",577.591081216251,1479,1068
"proximity",220717,2017-07-22 03:51:21,640.08,322.58,640.08,1647,1040,1331,313,1084,786,22.9,20.6,1166,-84.39535,33.7771616666667,2017-07-22 00:04:12,"go",13.62,"2017-07-22 00:04:12_1166",579.689580330938,1647,1040
"proximity",220717,2017-07-22 03:51:21,640.08,251.46,640.08,1774,1085,NA,NA,NA,NA,NA,NA,1167,-84.39535,33.7771616666667,2017-07-22 00:04:12,"go",13.62,"2017-07-22 00:04:12_1167",581.788079445625,1774,1085
"proximity",220717,2017-07-22 03:51:22,640.08,149.86,642.62,1608,1057,NA,NA,NA,NA,NA,NA,1168,-84.3954,33.77721,2017-07-22 00:04:13,"go",13.43,"2017-07-22 00:04:13_1168",583.886578560312,1608,1057
"proximity",220717,2017-07-22 03:51:22,640.08,147.32,642.62,1605,1068,NA,NA,NA,NA,NA,NA,1169,-84.3954,33.77721,2017-07-22 00:04:13,"go",13.43,"2017-07-22 00:04:13_1169",585.955803458274,1605,1068
"proximity",220717,2017-07-22 03:51:22,640.08,322.58,640.08,1856,1058,572,986,693,781,23,20.7,1170,-84.3954,33.77721,2017-07-22 00:04:13,"go",13.43,"2017-07-22 00:04:13_1170",588.025028356237,1856,1058
"proximity",220717,2017-07-22 03:51:23,642.62,208.28,642.62,2548,1046,NA,NA,NA,NA,NA,NA,1171,-84.39544,33.77726,2017-07-22 00:04:14,"go",13.47,"2017-07-22 00:04:14_1171",590.094253254199,2548,1046
"proximity",220717,2017-07-22 03:51:23,640.08,167.64,640.08,1,1004,NA,NA,NA,NA,NA,NA,1172,-84.39544,33.77726,2017-07-22 00:04:14,"go",13.47,"2017-07-22 00:04:14_1172",592.169641145156,2548,1004
"proximity",220717,2017-07-22 03:51:23,640.08,322.58,642.62,1912,1005,NA,NA,NA,NA,NA,NA,1173,-84.39544,33.77726,2017-07-22 00:04:14,"go",13.47,"2017-07-22 00:04:14_1173",594.245029036113,1912,1005
"proximity",220717,2017-07-22 03:51:23,640.08,322.58,642.62,1,994,778,785,786,782,23.1,20.8,1174,-84.39544,33.77726,2017-07-22 00:04:14,"go",13.47,"2017-07-22 00:04:14_1174",596.32041692707,1912,994
"proximity",220717,2017-07-22 03:51:24,640.08,322.58,640.08,2058,930,NA,NA,NA,NA,NA,NA,1175,-84.395475,33.7773133333333,2017-07-22 00:04:15,"go",12.55,"2017-07-22 00:04:15_1175",598.395804818027,2058,930
"proximity",220717,2017-07-22 03:51:24,640.08,322.58,640.08,1848,938,NA,NA,NA,NA,NA,NA,1176,-84.395475,33.7773133333333,2017-07-22 00:04:15,"go",12.55,"2017-07-22 00:04:15_1176",600.329443870107,1848,938
"proximity",220717,2017-07-22 03:51:24,640.08,332.74,640.08,1,904,NA,NA,NA,NA,NA,NA,1177,-84.395475,33.7773133333333,2017-07-22 00:04:15,"go",12.55,"2017-07-22 00:04:15_1177",602.263082922186,1848,904
"proximity",220717,2017-07-22 03:51:25,640.08,337.82,640.08,1,899,849,558,728,785,23.2,20.9,1178,-84.3955033333333,33.777365,2017-07-22 00:04:16,"go",12.35,"2017-07-22 00:04:16_1178",604.196721974266,1848,899
"proximity",220717,2017-07-22 03:51:25,642.62,332.74,640.08,1198,900,NA,NA,NA,NA,NA,NA,1179,-84.3955033333333,33.777365,2017-07-22 00:04:16,"go",12.35,"2017-07-22 00:04:16_1179",606.099546061372,1198,900
"proximity",220717,2017-07-22 03:51:25,642.62,325.12,642.62,1566,944,NA,NA,NA,NA,NA,NA,1180,-84.3955033333333,33.777365,2017-07-22 00:04:16,"go",12.35,"2017-07-22 00:04:16_1180",608.002370148478,1566,944
"proximity",220717,2017-07-22 03:51:26,642.62,322.58,642.62,1604,937,NA,NA,NA,NA,NA,NA,1181,-84.395535,33.77741,2017-07-22 00:04:17,"go",12.12,"2017-07-22 00:04:17_1181",609.905194235584,1604,937
"proximity",220717,2017-07-22 03:51:26,640.08,322.58,640.08,1617,1069,819,778,782,783,23.3,21,1182,-84.395535,33.77741,2017-07-22 00:04:17,"go",12.12,"2017-07-22 00:04:17_1182",611.772581112971,1617,1069
"proximity",220717,2017-07-22 03:51:26,640.08,325.12,640.08,2125,1030,NA,NA,NA,NA,NA,NA,1183,-84.395535,33.77741,2017-07-22 00:04:17,"go",12.12,"2017-07-22 00:04:17_1183",613.639967990357,2125,1030
"proximity",220717,2017-07-22 03:51:26,640.08,325.12,640.08,1,964,NA,NA,NA,NA,NA,NA,1184,-84.395535,33.77741,2017-07-22 00:04:17,"go",12.12,"2017-07-22 00:04:17_1184",615.507354867744,2125,964
"proximity",220717,2017-07-22 03:51:27,642.62,327.66,640.08,1640,983,NA,NA,NA,NA,NA,NA,1185,-84.3955683333333,33.7774566666667,2017-07-22 00:04:18,"go",12.69,"2017-07-22 00:04:18_1185",617.374741745131,1640,983
"proximity",220717,2017-07-22 03:51:27,640.08,327.66,640.08,1602,1059,1307,371,1097,786,23.4,21,1186,-84.3955683333333,33.7774566666667,2017-07-22 00:04:18,"go",12.69,"2017-07-22 00:04:18_1186",619.329951272691,1602,1059
"proximity",220717,2017-07-22 03:51:27,640.08,325.12,640.08,1556,1394,NA,NA,NA,NA,NA,NA,1187,-84.3955683333333,33.7774566666667,2017-07-22 00:04:18,"go",12.69,"2017-07-22 00:04:18_1187",621.285160800252,1556,1394
"proximity",220717,2017-07-22 03:51:28,640.08,274.32,640.08,1564,1272,NA,NA,NA,NA,NA,NA,1188,-84.3956033333333,33.7775033333333,2017-07-22 00:04:19,"go",12.15,"2017-07-22 00:04:19_1188",623.240370327813,1564,1272
"proximity",220717,2017-07-22 03:51:28,642.62,322.58,642.62,1660,1423,NA,NA,NA,NA,NA,NA,1189,-84.3956033333333,33.7775033333333,2017-07-22 00:04:19,"go",12.15,"2017-07-22 00:04:19_1189",625.112379449946,1660,1423
"proximity",220717,2017-07-22 03:51:28,640.08,259.08,640.08,1868,0,563,962,667,783,23.4,21,1190,-84.3956033333333,33.7775033333333,2017-07-22 00:04:19,"go",12.15,"2017-07-22 00:04:19_1190",626.984388572078,1868,1423
"proximity",220717,2017-07-22 03:51:28,640.08,116.84,640.08,1906,0,NA,NA,NA,NA,NA,NA,1191,-84.3956033333333,33.7775033333333,2017-07-22 00:04:19,"go",12.15,"2017-07-22 00:04:19_1191",628.856397694211,1906,1423
"proximity",220717,2017-07-22 03:51:29,642.62,322.58,642.62,2707,1434,NA,NA,NA,NA,NA,NA,1192,-84.3956366666667,33.77755,2017-07-22 00:04:20,"go",12.11,"2017-07-22 00:04:20_1192",630.728406816344,2707,1434
"proximity",220717,2017-07-22 03:51:29,640.08,322.58,640.08,2638,1384,NA,NA,NA,NA,NA,NA,1193,-84.3956366666667,33.77755,2017-07-22 00:04:20,"go",12.11,"2017-07-22 00:04:20_1193",632.594252945482,2638,1384
"proximity",220717,2017-07-22 03:51:29,640.08,208.28,640.08,2782,0,821,752,788,783,23.5,21.1,1194,-84.3956366666667,33.77755,2017-07-22 00:04:20,"go",12.11,"2017-07-22 00:04:20_1194",634.46009907462,2782,1384
"proximity",220717,2017-07-22 03:51:30,640.08,195.58,640.08,2777,0,NA,NA,NA,NA,NA,NA,1195,-84.3956683333333,33.7776,2017-07-22 00:04:21,"go",12.11,"2017-07-22 00:04:21_1195",636.325945203758,2777,1384
"proximity",220717,2017-07-22 03:51:30,640.08,322.58,640.08,1,0,NA,NA,NA,NA,NA,NA,1196,-84.3956683333333,33.7776,2017-07-22 00:04:21,"go",12.11,"2017-07-22 00:04:21_1196",638.191791332896,2777,1384
"proximity",220717,2017-07-22 03:51:30,640.08,322.58,642.62,2596,0,NA,NA,NA,NA,NA,NA,1197,-84.3956683333333,33.7776,2017-07-22 00:04:21,"go",12.11,"2017-07-22 00:04:21_1197",640.057637462034,2596,1384
"proximity",220717,2017-07-22 03:51:31,640.08,322.58,640.08,2787,0,1020,431,884,786,23.5,21.1,1198,-84.3956966666667,33.77765,2017-07-22 00:04:22,"go",12.1,"2017-07-22 00:04:22_1198",641.923483591172,2787,1384
"proximity",220717,2017-07-22 03:51:31,640.08,322.58,640.08,2779,0,NA,NA,NA,NA,NA,NA,1199,-84.3956966666667,33.77765,2017-07-22 00:04:22,"go",12.1,"2017-07-22 00:04:22_1199",643.787788972061,2779,1384
"proximity",220717,2017-07-22 03:51:31,640.08,322.58,640.08,1,0,NA,NA,NA,NA,NA,NA,1200,-84.3956966666667,33.77765,2017-07-22 00:04:22,"go",12.1,"2017-07-22 00:04:22_1200",645.652094352951,2779,1384
"proximity",220717,2017-07-22 03:51:31,640.08,322.58,640.08,1,0,NA,NA,NA,NA,NA,NA,1201,-84.3956966666667,33.77765,2017-07-22 00:04:22,"go",12.1,"2017-07-22 00:04:22_1201",647.51639973384,2779,1384
"proximity",220717,2017-07-22 03:51:32,640.08,322.58,640.08,2626,3646,893,745,835,784,23.5,21.1,1202,-84.3957283333333,33.777695,2017-07-22 00:04:23,"go",11.82,"2017-07-22 00:04:23_1202",649.38070511473,2626,3646
"proximity",220717,2017-07-22 03:51:32,640.08,322.58,640.08,2522,0,NA,NA,NA,NA,NA,NA,1203,-84.3957283333333,33.777695,2017-07-22 00:04:23,"go",11.82,"2017-07-22 00:04:23_1203",651.201869544656,2522,3646
"proximity",220717,2017-07-22 03:51:32,640.08,322.58,640.08,2635,0,NA,NA,NA,NA,NA,NA,1204,-84.3957283333333,33.777695,2017-07-22 00:04:23,"go",11.82,"2017-07-22 00:04:23_1204",653.023033974583,2635,3646
"proximity",220717,2017-07-22 03:51:32,640.08,322.58,640.08,1,0,NA,NA,NA,NA,NA,NA,1205,-84.3957283333333,33.777695,2017-07-22 00:04:23,"go",11.82,"2017-07-22 00:04:23_1205",654.844198404509,2635,3646
"proximity",220717,2017-07-22 03:51:33,640.08,162.56,640.08,2658,0,912,663,839,782,23.6,21.2,1206,-84.39576,33.7777366666667,2017-07-22 00:04:24,"go",11.2,"2017-07-22 00:04:24_1206",656.665362834436,2658,3646
"proximity",220717,2017-07-22 03:51:33,640.08,172.72,640.08,1116,1264,NA,NA,NA,NA,NA,NA,1207,-84.39576,33.7777366666667,2017-07-22 00:04:24,"go",11.2,"2017-07-22 00:04:24_1207",658.391000872945,1116,1264
"proximity",220717,2017-07-22 03:51:33,640.08,314.96,640.08,2594,0,NA,NA,NA,NA,NA,NA,1208,-84.39576,33.7777366666667,2017-07-22 00:04:24,"go",11.2,"2017-07-22 00:04:24_1208",660.116638911454,2594,1264
"proximity",220717,2017-07-22 03:51:34,640.08,322.58,640.08,2678,0,NA,NA,NA,NA,NA,NA,1209,-84.3957916666667,33.7777783333333,2017-07-22 00:04:25,"go",11.19,"2017-07-22 00:04:25_1209",661.842276949964,2678,1264
"proximity",220717,2017-07-22 03:51:34,640.08,177.8,640.08,1,0,508,1031,624,779,23.7,21.3,1210,-84.3957916666667,33.7777783333333,2017-07-22 00:04:25,"go",11.19,"2017-07-22 00:04:25_1210",663.566374240224,2678,1264
"proximity",220717,2017-07-22 03:51:34,640.08,152.4,640.08,1,0,NA,NA,NA,NA,NA,NA,1211,-84.3957916666667,33.7777783333333,2017-07-22 00:04:25,"go",11.19,"2017-07-22 00:04:25_1211",665.290471530485,2678,1264
"proximity",220717,2017-07-22 03:51:35,640.08,322.58,640.08,1,0,NA,NA,NA,NA,NA,NA,1212,-84.395825,33.7778183333333,2017-07-22 00:04:26,"go",10.26,"2017-07-22 00:04:26_1212",667.014568820745,2678,1264
"proximity",220717,2017-07-22 03:51:35,640.08,320.04,640.08,1,0,NA,NA,NA,NA,NA,NA,1213,-84.395825,33.7778183333333,2017-07-22 00:04:26,"go",10.26,"2017-07-22 00:04:26_1213",668.595376523879,2678,1264
"proximity",220717,2017-07-22 03:51:35,640.08,261.62,640.08,1,0,837,756,810,782,23.8,21.4,1214,-84.395825,33.7778183333333,2017-07-22 00:04:26,"go",10.26,"2017-07-22 00:04:26_1214",670.176184227014,2678,1264
"proximity",220717,2017-07-22 03:51:36,640.08,142.24,640.08,1,0,NA,NA,NA,NA,NA,NA,1215,-84.3958533333333,33.7778533333333,2017-07-22 00:04:27,"go",10.21,"2017-07-22 00:04:27_1215",671.756991930148,2678,1264
"proximity",220717,2017-07-22 03:51:36,640.08,137.16,640.08,1,0,NA,NA,NA,NA,NA,NA,1216,-84.3958533333333,33.7778533333333,2017-07-22 00:04:27,"go",10.21,"2017-07-22 00:04:27_1216",673.330095892039,2678,1264
"proximity",220717,2017-07-22 03:51:36,640.08,322.58,640.08,2713,0,NA,NA,NA,NA,NA,NA,1217,-84.3958533333333,33.7778533333333,2017-07-22 00:04:27,"go",10.21,"2017-07-22 00:04:27_1217",674.90319985393,2713,1264
"proximity",220717,2017-07-22 03:51:36,640.08,129.54,640.08,1726,1242,1070,419,929,785,23.8,21.4,1218,-84.3958533333333,33.7778533333333,2017-07-22 00:04:27,"go",10.21,"2017-07-22 00:04:27_1218",676.476303815821,1726,1242
"proximity",220717,2017-07-22 03:51:37,640.08,231.14,640.08,2736,0,NA,NA,NA,NA,NA,NA,1219,-84.3958783333333,33.7778916666667,2017-07-22 00:04:28,"go",8.62,"2017-07-22 00:04:28_1219",678.049407777712,2736,1242
"proximity",220717,2017-07-22 03:51:37,640.08,208.28,640.08,1,1191,NA,NA,NA,NA,NA,NA,1220,-84.3958783333333,33.7778916666667,2017-07-22 00:04:28,"go",8.62,"2017-07-22 00:04:28_1220",679.377532768064,2736,1191
"proximity",220717,2017-07-22 03:51:37,640.08,322.58,640.08,2697,1190,NA,NA,NA,NA,NA,NA,1221,-84.3958783333333,33.7778916666667,2017-07-22 00:04:28,"go",8.62,"2017-07-22 00:04:28_1221",680.705657758417,2697,1190
